Ano,Código da Área,Área de Avaliação,Código da IES,Nome da IES,Sigla da IES,Organização Acadêmica,Categoria Administrativa,Código do Curso,Modalidade de Ensino,Código do Município,Município do Curso,Sigla da UF,Nº de Concluintes Inscritos,Nº  de Concluintes Participantes,Nota Bruta - FG,Nota Padronizada - FG,Nota Bruta - CE,Nota Padronizada - CE,Conceito Enade (Contínuo),Conceito Enade (Faixa),Observação
2019,95,TECNOLOGIA EM ESTÉTICA E COSMÉTICA,1351,CENTRO UNIVERSITÁRIO SOCIESC,,Centro Universitário,Privada sem fins lucrativos,1380914,Educação Presencial,4209102,Joinville,SC,10,8,30.425,1.9466,59.2375,3.731,3.2849,4,
2019,95,TECNOLOGIA EM ESTÉTICA E COSMÉTICA,1396,Centro Universitário Dinâmica das Cataratas,UDC,Centro Universitário,Privada com fins lucrativos,1264098,Educação Presencial,4108304,Foz do Iguaçu,PR,37,36,27.6861,1.4125,49.5111,2.2963,2.0753,3,
2019,95,TECNOLOGIA EM ESTÉTICA E COSMÉTICA,1414,CENTRO UNIVERSITÁRIO SÃO LUCAS,UniSL,Centro Universitário,Privada com fins lucrativos,1369371,Educação Presencial,1100205,Porto Velho,RO,32,24,33.9625,2.6364,47.7625,2.0383,2.1878,3,
2019,95,TECNOLOGIA EM ESTÉTICA E COSMÉTICA,1418,CENTRO UNIVERSITÁRIO TOLEDO,UNITOLEDO,Centro Universitário,Privada com fins lucrativos,1360233,Educação Presencial,3502804,Araçatuba,SP,4,1,,,,,,SC,
2019,95,TECNOLOGIA EM ESTÉTICA E COSMÉTICA,1427,CENTRO UNIVERSITÁRIO DA SERRA GAÚCHA,FSG,Centro Universitário,Privada com fins lucrativos,1367890,Educação Presencial,4305108,Caxias do Sul,RS,5,4,22.975,0.4938,65.35,4.6327,3.598,4,
2019,95,TECNOLOGIA EM ESTÉTICA E COSMÉTICA,1472,CENTRO UNIVERSITÁRIO LEONARDO DA VINCI,UNIASSELVI,Centro Universitário,Privada com fins lucrativos,1363811,Educação a Distância,4207502,Indaial,SC,169,154,29.9357,1.8511,44.387,1.5404,1.6181,2,
2019,95,TECNOLOGIA EM ESTÉTICA E COSMÉTICA,1519,FACULDADE DE PATO BRANCO,FADEP,Centro Universitário,Privada com fins lucrativos,1332814,Educação Presencial,4118501,Pato Branco,PR,50,50,34.828,2.8052,51.362,2.5693,2.6283,3,
2019,95,TECNOLOGIA EM ESTÉTICA E COSMÉTICA,1552,FACULDADE UNINASSAU PARNAÍBA,,Faculdade,Privada com fins lucrativos,1280254,Educação Presencial,2207702,Parnaíba,PI,23,18,29.1556,1.699,50.1444,2.3897,2.217,3,
2019,95,TECNOLOGIA EM ESTÉTICA E COSMÉTICA,1554,CENTRO UNIVERSITÁRIO DO VALE DO RIBEIRA,UNIVR,Centro Universitário,Privada com fins lucrativos,1280364,Educação Presencial,3542602,Registro,SP,22,22,33.3591,2.5187,48.5818,2.1592,2.2491,3,
2019,95,TECNOLOGIA EM ESTÉTICA E COSMÉTICA,1559,CENTRO UNIVERSITÁRIO DO ESPÍRITO SANTO,UNESC,Centro Universitário,Privada sem fins lucrativos,1171961,Educação Presencial,3201506,Colatina,ES,25,24,40.5083,3.9129,63.8125,4.4059,4.2826,5,
2019,95,TECNOLOGIA EM ESTÉTICA E COSMÉTICA,1575,CENTRO UNIVERSITÁRIO DO PLANALTO DE ARAXÁ,UNIARAXÁ,Centro Universitário,Privada sem fins lucrativos,1321689,Educação Presencial,3104007,Araxá,MG,12,11,38.3727,3.4964,58.0455,3.5552,3.5405,4,
2019,95,TECNOLOGIA EM ESTÉTICA E COSMÉTICA,1600,INSTITUTO DE CIÊNCIAS DA SAÚDE,ICS,Faculdade,Privada sem fins lucrativos,1257980,Educação Presencial,3143302,Montes Claros,MG,42,37,32.3054,2.3132,46.6,1.8668,1.9784,3,
2019,95,TECNOLOGIA EM ESTÉTICA E COSMÉTICA,1656,INSTITUTO DE ENSINO SUPERIOR DE TERESINA,IEST,Faculdade,Privada sem fins lucrativos,1331993,Educação Presencial,2211001,Teresina,PI,33,30,28.6233,1.5952,43.01,1.3373,1.4018,2,
2019,95,TECNOLOGIA EM ESTÉTICA E COSMÉTICA,1672,INSTITUTO ESPERANÇA DE ENSINO SUPERIOR,IESPES,Faculdade,Privada sem fins lucrativos,1258778,Educação Presencial,1506807,Santarém,PA,40,40,37.2225,3.2721,54.6875,3.0598,3.1129,4,
2019,95,TECNOLOGIA EM ESTÉTICA E COSMÉTICA,1709,Centro Universitário Tiradentes de Pernambuco,UNIT PE,Centro Universitário,Privada com fins lucrativos,122386,Educação Presencial,2611606,Recife,PE,41,39,38.9872,3.6162,48.4077,2.1335,2.5042,3,
2019,95,TECNOLOGIA EM ESTÉTICA E COSMÉTICA,1758,FACULDADE INDEPENDENTE DO NORDESTE,FAINOR,Faculdade,Privada com fins lucrativos,1125500,Educação Presencial,2933307,Vitória da Conquista,BA,29,28,30.4643,1.9542,48.425,2.1361,2.0906,3,
2019,95,TECNOLOGIA EM ESTÉTICA E COSMÉTICA,1818,FACULDADE PITÁGORAS DE BELO HORIZONTE,FPAS,Faculdade,Privada com fins lucrativos,1299954,Educação Presencial,3106200,Belo Horizonte,MG,11,11,25.5,0.9862,48.9636,2.2155,1.9082,2,
2019,95,TECNOLOGIA EM ESTÉTICA E COSMÉTICA,1869,CENTRO UNIVERSITÁRIO DE ITAJUBÁ,FEPI,Centro Universitário,Privada sem fins lucrativos,1330921,Educação Presencial,3132404,Itajubá,MG,60,56,38.1482,3.4526,55.8339,3.229,3.2849,4,
2019,95,TECNOLOGIA EM ESTÉTICA E COSMÉTICA,1883,CENTRO UNIVERSITÁRIO UNIFAS,,Centro Universitário,Privada com fins lucrativos,1282929,Educação Presencial,2919207,Lauro de Freitas,BA,4,4,39.3,3.6772,65.525,4.6585,4.4132,5,
2019,95,TECNOLOGIA EM ESTÉTICA E COSMÉTICA,1910,FACULDADE UNINASSAU LAURO DE FREITAS,,Faculdade,Privada com fins lucrativos,1280249,Educação Presencial,2919207,Lauro de Freitas,BA,9,6,30.4,1.9417,39.3333,0.7949,1.0816,2,
2019,95,TECNOLOGIA EM ESTÉTICA E COSMÉTICA,1964,"FACULDADE DE TECNOLOGIA EM HOTELARIA, GASTRONOMIA E TURISMO DE SÃO PAULO",HOTEC,Faculdade,Privada com fins lucrativos,1117921,Educação Presencial,3550308,São Paulo,SP,30,26,22.5654,0.4139,49.15,2.243,1.7857,2,
2019,95,TECNOLOGIA EM ESTÉTICA E COSMÉTICA,1978,Centro Universitário Fametro,Unifametro,Centro Universitário,Privada com fins lucrativos,1057458,Educação Presencial,2304400,Fortaleza,CE,81,67,31.8254,2.2196,52.794,2.7805,2.6403,3,
2019,95,TECNOLOGIA EM ESTÉTICA E COSMÉTICA,2005,FACULDADE DE CIÊNCIAS SOCIAIS APLICADAS DE SINOP,FACISAS,Faculdade,Privada com fins lucrativos,1299959,Educação Presencial,5107909,Sinop,MT,3,2,45,4.7887,58.1,3.5632,3.8696,4,
2019,95,TECNOLOGIA EM ESTÉTICA E COSMÉTICA,2058,FACULDADE METROPOLITANA,UNNESA,Faculdade,Privada com fins lucrativos,1280427,Educação Presencial,1100205,Porto Velho,RO,17,16,27.4812,1.3725,49.7437,2.3306,2.0911,3,
2019,95,TECNOLOGIA EM ESTÉTICA E COSMÉTICA,2085,CENTRO UNIVERSITÁRIO DE SALVADOR,UNICEUSA,Centro Universitário,Privada com fins lucrativos,1280380,Educação Presencial,2927408,Salvador,BA,17,15,30.8333,2.0262,50.0467,2.3753,2.288,3,
2019,95,TECNOLOGIA EM ESTÉTICA E COSMÉTICA,2147,Centro Universitário CEUNI - FAMETRO,FAMETRO,Centro Universitário,Privada com fins lucrativos,1259759,Educação Presencial,1302603,Manaus,AM,83,65,24.8123,0.8521,39.1123,0.7623,0.7848,1,
2019,95,TECNOLOGIA EM ESTÉTICA E COSMÉTICA,2148,FACULDADE DE PALMAS,FAPAL,Faculdade,Privada com fins lucrativos,1281098,Educação Presencial,1721000,Palmas,TO,34,33,27.597,1.3951,41.1909,1.0689,1.1505,2,
2019,95,TECNOLOGIA EM ESTÉTICA E COSMÉTICA,2168,FACULDADE CAMPO GRANDE,FCG,Faculdade,Privada com fins lucrativos,1202646,Educação Presencial,5002704,Campo Grande,MS,1,0,,,,,,SC,
2019,95,TECNOLOGIA EM ESTÉTICA E COSMÉTICA,2175,CENTRO UNIVERSITÁRIO DANTE,,Centro Universitário,Privada com fins lucrativos,1114619,Educação Presencial,4202404,Blumenau,SC,15,13,29.0769,1.6837,58.2231,3.5814,3.107,4,
2019,95,TECNOLOGIA EM ESTÉTICA E COSMÉTICA,2241,FACULDADE DO SUDESTE MINEIRO,FACSUM,Centro Universitário,Privada com fins lucrativos,1280827,Educação Presencial,3136702,Juiz de Fora,MG,37,34,31.1529,2.0885,48.8794,2.2031,2.1744,3,
2019,95,TECNOLOGIA EM ESTÉTICA E COSMÉTICA,2244,FACULDADE DA CIDADE DE MACEIÓ,FACIMA,Faculdade,Privada com fins lucrativos,1202652,Educação Presencial,2704302,Maceió,AL,24,23,28.4957,1.5703,44.787,1.5994,1.5921,2,
2019,95,TECNOLOGIA EM ESTÉTICA E COSMÉTICA,2420,FACULDADE PARANAENSE,FAPAR,Faculdade,Privada com fins lucrativos,1202785,Educação Presencial,4106902,Curitiba,PR,51,49,33.9878,2.6413,53.1959,2.8398,2.7902,3,
2019,95,TECNOLOGIA EM ESTÉTICA E COSMÉTICA,2437,FACULDADE PITÁGORAS DE TEIXEIRA DE FREITAS,PIT TEIXEIRA,Faculdade,Privada com fins lucrativos,1283697,Educação Presencial,2931350,Teixeira de Freitas,BA,4,3,37.2,3.2677,58.5,3.6222,3.5336,4,
2019,95,TECNOLOGIA EM ESTÉTICA E COSMÉTICA,2443,FACULDADE FUNORTE DE JANAÚBA,,Faculdade,Privada com fins lucrativos,1322312,Educação Presencial,3135100,Janaúba,MG,25,25,27.244,1.3263,52.832,2.7861,2.4212,3,
2019,95,TECNOLOGIA EM ESTÉTICA E COSMÉTICA,2450,FACULDADE PROMOVE DE BELO HORIZONTE,PROMOVE,Faculdade,Privada com fins lucrativos,1332247,Educação Presencial,3106200,Belo Horizonte,MG,10,9,39.3111,3.6794,52.7556,2.7749,3.001,4,
2019,95,TECNOLOGIA EM ESTÉTICA E COSMÉTICA,2497,CENTRO UNIVERSITÁRIO ATENEU,,Centro Universitário,Privada com fins lucrativos,1306412,Educação Presencial,2304400,Fortaleza,CE,7,7,33.9571,2.6353,45.8714,1.7594,1.9784,3,
2019,95,TECNOLOGIA EM ESTÉTICA E COSMÉTICA,2724,INSTITUTO DE ENSINO SUPERIOR DO SUL DO MARANHÃO,IESMA,Faculdade,Privada com fins lucrativos,1260831,Educação Presencial,2105302,Imperatriz,MA,35,30,26.7067,1.2215,44.8733,1.6121,1.5145,2,
2019,95,TECNOLOGIA EM ESTÉTICA E COSMÉTICA,2770,FACULDADE UNIDA DE CAMPINAS,FACUNICAMPS,Faculdade,Privada com fins lucrativos,1322576,Educação Presencial,5208707,Goiânia,GO,27,27,33.363,2.5195,55.3259,3.154,2.9954,4,
2019,95,TECNOLOGIA EM ESTÉTICA E COSMÉTICA,2774,Centro Universitário UNIFAFIBE,FAFIBE,Centro Universitário,Privada sem fins lucrativos,1202246,Educação Presencial,3506102,Bebedouro,SP,32,32,29.8844,1.8411,61.8031,4.1095,3.5424,4,
2019,95,TECNOLOGIA EM ESTÉTICA E COSMÉTICA,2835,CENTRO UNIVERSITÁRIO MAURÍCIO DE NASSAU,UNINASSAU,Centro Universitário,Privada com fins lucrativos,1276208,Educação Presencial,2611606,Recife,PE,9,8,37.0375,3.236,59.45,3.7624,3.6308,4,
2019,95,TECNOLOGIA EM ESTÉTICA E COSMÉTICA,2911,FACULDADE PAN AMAZÔNICA,FAPAN,Faculdade,Privada com fins lucrativos,1202696,Educação Presencial,1501402,Belém,PA,50,48,32.3917,2.3301,46.4458,1.8441,1.9656,3,
2019,95,TECNOLOGIA EM ESTÉTICA E COSMÉTICA,2935,FACULDADE DE TALENTOS HUMANOS,FACTHUS,Faculdade,Privada com fins lucrativos,1261271,Educação Presencial,3170107,Uberaba,MG,38,36,26.6028,1.2012,47.3972,1.9844,1.7886,2,
2019,95,TECNOLOGIA EM ESTÉTICA E COSMÉTICA,2950,Centro Universitário FADERGS,FADERGS,Centro Universitário,Privada com fins lucrativos,1303608,Educação Presencial,4314902,Porto Alegre,RS,39,38,29.2737,1.722,52.1921,2.6917,2.4493,3,
2019,95,TECNOLOGIA EM ESTÉTICA E COSMÉTICA,2950,Centro Universitário FADERGS,FADERGS,Centro Universitário,Privada com fins lucrativos,1303613,Educação Presencial,4314902,Porto Alegre,RS,1,1,,,,,,SC,
2019,95,TECNOLOGIA EM ESTÉTICA E COSMÉTICA,2973,FACULDADE DE CIÊNCIAS HUMANAS E BIOLÓGICAS E DA SAÚDE,,Faculdade,Privada com fins lucrativos,1279788,Educação Presencial,5107040,Primavera do Leste,MT,8,7,20.4429,0,52.4143,2.7245,2.0434,3,
2019,95,TECNOLOGIA EM ESTÉTICA E COSMÉTICA,3034,FACULDADE DELTA,FACDELTA,Faculdade,Privada com fins lucrativos,1282931,Educação Presencial,2927408,Salvador,BA,2,2,25.95,1.0739,46.35,1.83,1.641,2,
2019,95,TECNOLOGIA EM ESTÉTICA E COSMÉTICA,3295,FACULDADE SENAC FLORIANÓPOLIS,SENAC FLORIANÓPOLIS,Faculdade,Privada sem fins lucrativos,5001256,Educação Presencial,4205407,Florianópolis,SC,10,9,44.6667,4.7237,56.5333,3.3321,3.68,4,
2019,95,TECNOLOGIA EM ESTÉTICA E COSMÉTICA,3333,CENTRO UNIVERSITÁRIO UNIFTEC,,Centro Universitário,Privada com fins lucrativos,1364615,Educação Presencial,4305108,Caxias do Sul,RS,4,4,50,5,64.5,4.5073,4.6305,5,
2019,95,TECNOLOGIA EM ESTÉTICA E COSMÉTICA,3368,CENTRO UNIVERSITÁRIO DO SUL DE MINAS,UNIS-MG,Centro Universitário,Privada sem fins lucrativos,1161563,Educação Presencial,3170701,Varginha,MG,36,36,27.9111,1.4563,50.1889,2.3962,2.1613,3,
2019,95,TECNOLOGIA EM ESTÉTICA E COSMÉTICA,3541,FACULDADE DE TAPEJARA,FAT,Faculdade,Privada sem fins lucrativos,1324223,Educação Presencial,4320909,Tapejara,RS,12,12,28.5833,1.5874,50.275,2.409,2.2036,3,
2019,95,TECNOLOGIA EM ESTÉTICA E COSMÉTICA,3786,FACULDADE DE ENSINO DE MINAS GERAIS,FACEMG,Faculdade,Privada com fins lucrativos,1280807,Educação Presencial,3106200,Belo Horizonte,MG,33,33,31.4273,2.142,48.3515,2.1252,2.1294,3,
2019,95,TECNOLOGIA EM ESTÉTICA E COSMÉTICA,3797,FACULDADE GUAIRACÁ,FAG,Centro Universitário,Privada com fins lucrativos,1260283,Educação Presencial,4109401,Guarapuava,PR,15,14,30.4714,1.9556,44.6929,1.5855,1.678,2,
2019,95,TECNOLOGIA EM ESTÉTICA E COSMÉTICA,3805,FACULDADE DE TECNOLOGIA DA PARAÍBA,FATECPB,Faculdade,Privada com fins lucrativos,108808,Educação Presencial,2503209,Cabedelo,PB,42,39,34.8026,2.8002,48.1897,2.1014,2.2761,3,
2019,95,TECNOLOGIA EM ESTÉTICA E COSMÉTICA,3817,FACULDADE UNINASSAU JOÃO PESSOA,,Faculdade,Privada sem fins lucrativos,1280238,Educação Presencial,2507507,João Pessoa,PB,21,17,37.9824,3.4203,49.9588,2.3623,2.6268,3,
2019,95,TECNOLOGIA EM ESTÉTICA E COSMÉTICA,3933,FACULDADE MÉTODO DE SÃO PAULO,FAMESP,Faculdade,Privada com fins lucrativos,1185263,Educação Presencial,3550308,São Paulo,SP,99,86,26.0791,1.0991,46.45,1.8447,1.6583,2,
2019,95,TECNOLOGIA EM ESTÉTICA E COSMÉTICA,3948,FACULDADE SENAC BLUMENAU,SENAC,Faculdade,Privada sem fins lucrativos,5001306,Educação Presencial,4202404,Blumenau,SC,12,12,31.1917,2.0961,56.8667,3.3813,3.06,4,
2019,95,TECNOLOGIA EM ESTÉTICA E COSMÉTICA,3948,FACULDADE SENAC BLUMENAU,SENAC,Faculdade,Privada sem fins lucrativos,5001378,Educação Presencial,4202909,Brusque,SC,13,13,34.5923,2.7592,53.8154,2.9312,2.8882,3,
2019,95,TECNOLOGIA EM ESTÉTICA E COSMÉTICA,3985,CENTRO UNIVERSITÁRIO SENAC,SENACSP,Centro Universitário,Privada sem fins lucrativos,118830,Educação Presencial,3550308,São Paulo,SP,26,24,31.5583,2.1676,55.525,3.1834,2.9294,3,
2019,95,TECNOLOGIA EM ESTÉTICA E COSMÉTICA,4017,CENTRO UNIVERSITÁRIO PADRE ANCHIETA,UNIANCHIETA,Centro Universitário,Privada com fins lucrativos,1183151,Educação Presencial,3525904,Jundiaí,SP,17,16,30.4,1.9417,48.2,2.1029,2.0626,3,
2019,95,TECNOLOGIA EM ESTÉTICA E COSMÉTICA,4029,FACULDADE DE SANTA BÁRBARA D'OESTE,FAP,Faculdade,Privada com fins lucrativos,116976,Educação Presencial,3545803,Santa Bárbara d'Oeste,SP,17,16,32.2313,2.2988,52.925,2.7999,2.6746,3,
2019,95,TECNOLOGIA EM ESTÉTICA E COSMÉTICA,4113,FACULDADE EVANGÉLICA DE CERES,FACER,Faculdade,Privada com fins lucrativos,1323551,Educação Presencial,5205406,Ceres,GO,9,9,23.1444,0.5268,47.6556,2.0226,1.6486,2,
2019,95,TECNOLOGIA EM ESTÉTICA E COSMÉTICA,4197,FACULDADE UNINASSAU ALIANÇA,,Faculdade,Privada com fins lucrativos,1280442,Educação Presencial,2211001,Teresina,PI,10,10,23.04,0.5065,45.8,1.7488,1.4382,2,
2019,95,TECNOLOGIA EM ESTÉTICA E COSMÉTICA,4362,FACULDADE PITÁGORAS DE BETIM,PITÁGORAS-BETIM,Faculdade,Privada com fins lucrativos,1283656,Educação Presencial,3106705,Betim,MG,23,16,33.6,2.5657,48,2.0734,2.1964,3,
2019,95,TECNOLOGIA EM ESTÉTICA E COSMÉTICA,4429,CENTRO UNIVERSITÁRIO UNIGRAN CAPITAL,,Centro Universitário,Privada sem fins lucrativos,108288,Educação Presencial,5002704,Campo Grande,MS,40,39,34.1154,2.6662,55.8282,3.2281,3.0876,4,
2019,95,TECNOLOGIA EM ESTÉTICA E COSMÉTICA,4567,FACULDADE CENTRO MATO-GROSSENSE,,Faculdade,Privada sem fins lucrativos,1055480,Educação Presencial,5107925,Sorriso,MT,10,10,33.8,2.6047,47.95,2.066,2.2007,3,
2019,95,TECNOLOGIA EM ESTÉTICA E COSMÉTICA,4702,CENTRO UNIVERSITÁRIO BRASILEIRO,UNIBRA,Centro Universitário,Privada com fins lucrativos,1279500,Educação Presencial,2611606,Recife,PE,7,7,41.6143,4.1285,57.7429,3.5106,3.665,4,
2019,95,TECNOLOGIA EM ESTÉTICA E COSMÉTICA,4766,FACULDADE UNA DE CONTAGEM,FUNAC,Centro Universitário,Privada com fins lucrativos,1260287,Educação Presencial,3118601,Contagem,MG,34,27,36.5259,3.1363,50.0556,2.3766,2.5665,3,
2019,95,TECNOLOGIA EM ESTÉTICA E COSMÉTICA,4849,Centro Universitário Tocantinense Presidente Antônio Carlos,UNITPAC,Centro Universitário,Privada com fins lucrativos,1349814,Educação Presencial,1702109,Araguaína,TO,30,30,24.0933,0.7119,46.19,1.8064,1.5327,2,
2019,95,TECNOLOGIA EM ESTÉTICA E COSMÉTICA,4865,FACULDADE PITÁGORAS DE SÃO LUIZ,,Faculdade,Privada com fins lucrativos,1282914,Educação Presencial,2111300,São Luís,MA,105,89,26.4708,1.1755,44.727,1.5906,1.4868,2,
2019,95,TECNOLOGIA EM ESTÉTICA E COSMÉTICA,5403,CENTRO UNIVERSITÁRIO OPET,Uniopet,Centro Universitário,Privada com fins lucrativos,108312,Educação Presencial,4106902,Curitiba,PR,44,39,40.7487,3.9597,53.4205,2.873,3.1446,4,
2019,95,TECNOLOGIA EM ESTÉTICA E COSMÉTICA,5439,CENTRO UNIVERSITÁRIO DO PLANALTO CENTRAL APPARECIDO DOS SANTOS,UNICEPLAC,Centro Universitário,Privada com fins lucrativos,1349665,Educação Presencial,5300108,Brasília,DF,32,32,32.9813,2.445,49.6281,2.3135,2.3464,3,
2019,95,TECNOLOGIA EM ESTÉTICA E COSMÉTICA,5670,CENTRO UNIVERSITÁRIO DO VALE DO ARAGUAIA,UNIVAR,Centro Universitário,Privada sem fins lucrativos,1191488,Educação Presencial,5101803,Barra do Garças,MT,41,29,30.6241,1.9854,53.7724,2.9249,2.69,3,
2019,95,TECNOLOGIA EM ESTÉTICA E COSMÉTICA,11544,FACULDADE METROPOLITANA DE ANÁPOLIS,FAMA,Faculdade,Privada com fins lucrativos,1050043,Educação Presencial,5201108,Anápolis,GO,46,35,27.48,1.3723,44.5629,1.5663,1.5178,2,
2019,95,TECNOLOGIA EM ESTÉTICA E COSMÉTICA,12766,FACULDADE UNIÃO DE CAMPO MOURÃO,,Faculdade,Privada com fins lucrativos,1187675,Educação Presencial,4104303,Campo Mourão,PR,12,12,24.7583,0.8415,36.1667,0.3278,0.4562,1,
2019,95,TECNOLOGIA EM ESTÉTICA E COSMÉTICA,14028,Faculdade UNA de Betim,UNA,Centro Universitário,Privada com fins lucrativos,1260574,Educação Presencial,3106705,Betim,MG,52,49,35.0327,2.8451,53.2388,2.8461,2.8459,3,
2019,95,TECNOLOGIA EM ESTÉTICA E COSMÉTICA,14715,FACULDADE PIAGET,FACPIAGET,Faculdade,Privada sem fins lucrativos,1260590,Educação Presencial,3552502,Suzano,SP,6,5,22.74,0.448,49.24,2.2563,1.8042,2,
2019,95,TECNOLOGIA EM ESTÉTICA E COSMÉTICA,14969,FACULDADE DE TECNOLOGIA EM SAÚDE,FATESA,Faculdade,Privada com fins lucrativos,1303382,Educação Presencial,3543402,Ribeirão Preto,SP,14,14,33.85,2.6144,58.2429,3.5843,3.3418,4,
2019,95,TECNOLOGIA EM ESTÉTICA E COSMÉTICA,15032,UNIVERSIDADE ALTO VALE DO RIO DO PEIXE,UNIARP,Universidade,Privada sem fins lucrativos,1353712,Educação Presencial,4203006,Caçador,SC,10,8,23.875,0.6693,47.3625,1.9793,1.6518,2,
2019,95,TECNOLOGIA EM ESTÉTICA E COSMÉTICA,15032,UNIVERSIDADE ALTO VALE DO RIO DO PEIXE,UNIARP,Universidade,Privada sem fins lucrativos,1353713,Educação Presencial,4205506,Fraiburgo,SC,5,4,26.15,1.1129,49.325,2.2688,1.9798,3,
2019,3501,EDUCAÇÃO FÍSICA (BACHARELADO),1,UNIVERSIDADE FEDERAL DE MATO GROSSO,UFMT,Universidade,Pública Federal,1168551,Educação Presencial,5103403,Cuiabá,MT,22,19,41.0842,3.5421,53.9105,2.7226,2.9274,3,
2019,3501,EDUCAÇÃO FÍSICA (BACHARELADO),2,UNIVERSIDADE DE BRASÍLIA,UNB,Universidade,Pública Federal,1192413,Educação Presencial,5300108,Brasília,DF,100,86,48.3814,4.7926,60.4395,3.6043,3.9013,4,
2019,3501,EDUCAÇÃO FÍSICA (BACHARELADO),3,UNIVERSIDADE FEDERAL DE SERGIPE,UFS,Universidade,Pública Federal,99423,Educação Presencial,2806701,São Cristóvão,SE,37,25,43.056,3.88,63.964,4.0802,4.0302,5,
2019,3501,EDUCAÇÃO FÍSICA (BACHARELADO),4,UNIVERSIDADE FEDERAL DO AMAZONAS,UFAM,Universidade,Pública Federal,104364,Educação Presencial,1302603,Manaus,AM,19,17,32.5941,2.0872,52.9294,2.5901,2.4643,3,
2019,3501,EDUCAÇÃO FÍSICA (BACHARELADO),4,UNIVERSIDADE FEDERAL DO AMAZONAS,UFAM,Universidade,Pública Federal,104366,Educação Presencial,1302603,Manaus,AM,26,21,36.3238,2.7263,54.5429,2.8079,2.7875,3,
2019,3501,EDUCAÇÃO FÍSICA (BACHARELADO),6,UNIVERSIDADE FEDERAL DE OURO PRETO,UFOP,Universidade,Pública Federal,1083188,Educação Presencial,3146107,Ouro Preto,MG,26,25,39.812,3.3241,65.756,4.3222,4.0727,5,
2019,3501,EDUCAÇÃO FÍSICA (BACHARELADO),7,UNIVERSIDADE FEDERAL DE SÃO CARLOS,UFSCAR,Universidade,Pública Federal,300635,Educação Presencial,3548906,São Carlos,SP,22,21,47.2143,4.5926,64.9952,4.2195,4.3128,5,
2019,3501,EDUCAÇÃO FÍSICA (BACHARELADO),8,UNIVERSIDADE FEDERAL DE VIÇOSA,UFV,Universidade,Pública Federal,300687,Educação Presencial,3171303,Viçosa,MG,56,55,45.78,4.3468,64.5327,4.157,4.2045,5,
2019,3501,EDUCAÇÃO FÍSICA (BACHARELADO),9,UNIVERSIDADE ESTADUAL DE LONDRINA,UEL,Universidade,Pública Estadual,92157,Educação Presencial,4113700,Londrina,PR,109,99,39.799,3.3219,57.4192,3.1964,3.2278,4,
2019,3501,EDUCAÇÃO FÍSICA (BACHARELADO),10,PONTIFÍCIA UNIVERSIDADE CATÓLICA DO PARANÁ,PUCPR,Universidade,Privada sem fins lucrativos,57944,Educação Presencial,4106902,Curitiba,PR,78,65,37.9262,3.0009,56.1615,3.0265,3.0201,4,
2019,3501,EDUCAÇÃO FÍSICA (BACHARELADO),13,UNIVERSIDADE DE CAXIAS DO SUL,UCS,Universidade,Privada sem fins lucrativos,66131,Educação Presencial,4305108,Caxias do Sul,RS,96,73,36.4315,2.7448,55.0315,2.8739,2.8417,3,
2019,3501,EDUCAÇÃO FÍSICA (BACHARELADO),14,UNIVERSIDADE DO VALE DO RIO DOS SINOS,UNISINOS,Universidade,Privada sem fins lucrativos,98393,Educação Presencial,4318705,São Leopoldo,RS,96,64,34.1406,2.3522,52.9875,2.5979,2.5365,3,
2019,3501,EDUCAÇÃO FÍSICA (BACHARELADO),15,UNIVERSIDADE CATÓLICA DE PETRÓPOLIS,UCP,Universidade,Privada sem fins lucrativos,1192472,Educação Presencial,3303906,Petrópolis,RJ,29,23,38.3261,3.0695,56.9304,3.1304,3.1151,4,
2019,3501,EDUCAÇÃO FÍSICA (BACHARELADO),17,UNIVERSIDADE FEDERAL DE UBERLÂNDIA,UFU,Universidade,Pública Federal,301438,Educação Presencial,3170206,Uberlândia,MG,104,88,38.2477,3.056,48.0852,1.9359,2.2159,3,
2019,3501,EDUCAÇÃO FÍSICA (BACHARELADO),19,PONTIFÍCIA UNIVERSIDADE CATÓLICA DE CAMPINAS,PUC-CAMPINAS,Universidade,Privada sem fins lucrativos,301641,Educação Presencial,3509502,Campinas,SP,41,34,28.8441,1.4446,55.1765,2.8935,2.5313,3,
2019,3501,EDUCAÇÃO FÍSICA (BACHARELADO),20,UNIVERSIDADE DE PASSO FUNDO,UPF,Universidade,Privada sem fins lucrativos,98359,Educação Presencial,4314100,Passo Fundo,RS,65,55,36.0636,2.6818,52.1455,2.4842,2.5336,3,
2019,3501,EDUCAÇÃO FÍSICA (BACHARELADO),21,PONTIFÍCIA UNIVERSIDADE CATÓLICA DO RIO GRANDE DO SUL,PUCRS,Universidade,Privada sem fins lucrativos,89146,Educação Presencial,4314902,Porto Alegre,RS,150,126,34.6611,2.4414,48.6889,2.0174,2.1234,3,
2019,3501,EDUCAÇÃO FÍSICA (BACHARELADO),23,UNIVERSIDADE FEEVALE,FEEVALE,Universidade,Privada sem fins lucrativos,102834,Educação Presencial,4313409,Novo Hamburgo,RS,58,57,30.5772,1.7416,54.1754,2.7583,2.5041,3,
